ticket_id,request_id,requestor_seniority,filed_against,ticket_type,severity,priority,max_days
14077,946,1 - Junior,Hardware,Issue,3 - Major,1 - Low,14
14078,738,2 - Regular,Systems,Request,2 - Normal,2 - Medium,18
14079,120,1 - Junior,Access/Login,Issue,2 - Normal,3 - High,0
14080,508,3 - Senior,Systems,Request,2 - Normal,3 - High,24
14081,20,1 - Junior,Hardware,Request,2 - Normal,1 - Low,28
14082,1820,1 - Junior,Systems,Issue,4 - Critical,0 - Unassigned,9
14083,556,4 - Management,Software,Request,2 - Normal,3 - High,13
14084,84,2 - Regular,Hardware,Request,1 - Minor,0 - Unassigned,29
14085,1929,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0
14086,1599,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,0
14087,462,1 - Junior,Software,Request,2 - Normal,1 - Low,4
14088,203,3 - Senior,Systems,Request,2 - Normal,1 - Low,16
14089,1757,1 - Junior,Hardware,Request,2 - Normal,1 - Low,29
14090,1115,1 - Junior,Access/Login,Issue,2 - Normal,0 - Unassigned,0
14091,1067,3 - Senior,Systems,Issue,2 - Normal,0 - Unassigned,1
14092,24,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,10
14093,161,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,9
14094,632,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,34
14095,135,1 - Junior,Access/Login,Request,2 - Normal,3 - High,0
14096,1784,4 - Management,Hardware,Request,2 - Normal,3 - High,33
14097,983,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0
14098,1928,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,0
14099,608,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0
14100,984,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,13
14101,460,2 - Regular,Systems,Request,2 - Normal,1 - Low,20
14102,1142,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,17
14103,1604,4 - Management,Systems,Request,2 - Normal,3 - High,5
14104,260,3 - Senior,Hardware,Issue,2 - Normal,3 - High,10
14105,1721,1 - Junior,Hardware,Request,2 - Normal,1 - Low,10
14106,1528,4 - Management,Hardware,Issue,2 - Normal,3 - High,5
14107,660,4 - Management,Systems,Request,2 - Normal,3 - High,6
14108,625,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,12
14109,892,1 - Junior,Hardware,Issue,2 - Normal,1 - Low,5
14110,472,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,1
14111,285,2 - Regular,Systems,Issue,1 - Minor,1 - Low,7
14112,760,3 - Senior,Systems,Request,4 - Critical,3 - High,7
14113,184,1 - Junior,Access/Login,Issue,2 - Normal,1 - Low,0
14114,989,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,5
14115,1784,4 - Management,Software,Request,2 - Normal,3 - High,5
14116,1432,2 - Regular,Access/Login,Request,2 - Normal,3 - High,1
14117,1340,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
14118,1039,4 - Management,Systems,Request,2 - Normal,3 - High,7
14119,1292,1 - Junior,Systems,Request,2 - Normal,1 - Low,13
14120,221,3 - Senior,Access/Login,Request,3 - Major,0 - Unassigned,1
14121,1139,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0
14122,1460,4 - Management,Systems,Issue,2 - Normal,0 - Unassigned,14
14123,309,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,7
14124,1063,1 - Junior,Software,Issue,2 - Normal,1 - Low,1
14125,771,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,10
14126,206,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,0
14127,1215,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
14128,122,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,1
14129,1844,2 - Regular,Systems,Request,2 - Normal,3 - High,7
14130,206,4 - Management,Software,Request,2 - Normal,0 - Unassigned,7
14131,1948,3 - Senior,Systems,Issue,2 - Normal,0 - Unassigned,6
14132,46,4 - Management,Software,Request,2 - Normal,3 - High,3
14133,1351,2 - Regular,Systems,Issue,2 - Normal,3 - High,4
14134,1015,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,7
14135,1299,4 - Management,Software,Request,2 - Normal,3 - High,3
14136,824,4 - Management,Systems,Request,3 - Major,3 - High,6
14137,199,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,6
14138,647,1 - Junior,Hardware,Request,2 - Normal,0 - Unassigned,38
14139,987,1 - Junior,Hardware,Request,2 - Normal,2 - Medium,30
14140,405,2 - Regular,Hardware,Issue,2 - Normal,0 - Unassigned,5
14141,1119,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,19
14142,941,2 - Regular,Software,Request,2 - Normal,2 - Medium,3
14143,1297,4 - Management,Systems,Issue,2 - Normal,3 - High,17
14144,1441,3 - Senior,Systems,Request,2 - Normal,2 - Medium,5
14145,1696,1 - Junior,Systems,Issue,2 - Normal,1 - Low,1
14146,200,3 - Senior,Systems,Request,2 - Normal,3 - High,5
14147,1674,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,6
14148,1240,1 - Junior,Systems,Request,2 - Normal,2 - Medium,21
14149,41,2 - Regular,Software,Issue,2 - Normal,1 - Low,1
14150,713,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0
14151,755,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
14152,1445,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
14153,456,1 - Junior,Access/Login,Issue,2 - Normal,0 - Unassigned,0
14154,336,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,1
14155,184,1 - Junior,Access/Login,Issue,2 - Normal,0 - Unassigned,0
14156,1704,2 - Regular,Systems,Request,2 - Normal,3 - High,5
14157,1686,2 - Regular,Hardware,Request,1 - Minor,1 - Low,10
14158,1394,2 - Regular,Systems,Issue,4 - Critical,3 - High,21
14159,417,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,3
14160,427,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
14161,360,1 - Junior,Software,Request,2 - Normal,2 - Medium,3
14162,930,1 - Junior,Software,Issue,2 - Normal,1 - Low,8
14163,544,2 - Regular,Software,Request,2 - Normal,3 - High,3
14164,852,1 - Junior,Systems,Request,2 - Normal,1 - Low,26
14165,1858,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0
14166,386,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0
14167,631,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,13
14168,1168,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,6
14169,1909,2 - Regular,Systems,Request,2 - Normal,2 - Medium,23
14170,1354,4 - Management,Systems,Request,2 - Normal,3 - High,18
14171,384,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,0
14172,803,1 - Junior,Software,Request,2 - Normal,1 - Low,6
14173,203,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,1
14174,427,2 - Regular,Systems,Request,2 - Normal,2 - Medium,5
14175,512,1 - Junior,Software,Issue,2 - Normal,2 - Medium,4
14176,991,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,33
14177,1855,4 - Management,Systems,Issue,0 - Unclassified,0 - Unassigned,3
14178,1522,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,5
14179,211,1 - Junior,Access/Login,Request,2 - Normal,3 - High,0
14180,235,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0
14181,960,4 - Management,Systems,Request,2 - Normal,3 - High,6
14182,458,3 - Senior,Systems,Request,2 - Normal,3 - High,14
14183,730,2 - Regular,Systems,Request,2 - Normal,3 - High,5
14184,280,2 - Regular,Systems,Request,2 - Normal,3 - High,5
14185,1374,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,4
14186,1098,2 - Regular,Systems,Issue,2 - Normal,3 - High,3
14187,512,1 - Junior,Systems,Request,2 - Normal,1 - Low,7
14188,979,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,7
14189,515,3 - Senior,Systems,Request,2 - Normal,2 - Medium,6
14190,1192,3 - Senior,Systems,Request,2 - Normal,3 - High,6
14191,1924,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,1
14192,125,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,7
14193,1371,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,7
14194,1901,2 - Regular,Systems,Request,2 - Normal,1 - Low,5
14195,1195,1 - Junior,Software,Issue,2 - Normal,0 - Unassigned,3
14196,520,2 - Regular,Systems,Request,2 - Normal,3 - High,5
14197,1223,2 - Regular,Hardware,Request,2 - Normal,3 - High,10
14198,549,4 - Management,Software,Issue,2 - Normal,3 - High,6
14199,1669,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,22
14200,1701,1 - Junior,Systems,Request,2 - Normal,3 - High,6
14201,1928,3 - Senior,Systems,Request,2 - Normal,3 - High,5
14202,370,2 - Regular,Software,Request,2 - Normal,2 - Medium,3
14203,1318,4 - Management,Hardware,Request,2 - Normal,3 - High,13
14204,274,2 - Regular,Software,Request,2 - Normal,2 - Medium,3
14205,379,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0
14206,162,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0
14207,1567,1 - Junior,Hardware,Request,2 - Normal,0 - Unassigned,13
14208,87,4 - Management,Systems,Request,3 - Major,3 - High,7
14209,1742,3 - Senior,Hardware,Request,2 - Normal,3 - High,32
14210,1926,2 - Regular,Systems,Issue,3 - Major,2 - Medium,10
14211,1381,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
14212,1977,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0
14213,155,3 - Senior,Systems,Issue,2 - Normal,0 - Unassigned,3
14214,592,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,4
14215,470,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,3
14216,400,1 - Junior,Systems,Issue,3 - Major,3 - High,12
14217,733,1 - Junior,Access/Login,Issue,2 - Normal,0 - Unassigned,2
14218,541,1 - Junior,Systems,Request,1 - Minor,1 - Low,5
14219,899,1 - Junior,Systems,Issue,2 - Normal,1 - Low,8
14220,499,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
14221,609,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,21
14222,316,4 - Management,Software,Request,2 - Normal,3 - High,3
14223,1706,2 - Regular,Hardware,Issue,1 - Minor,0 - Unassigned,5
14224,863,1 - Junior,Access/Login,Request,2 - Normal,3 - High,1
14225,762,1 - Junior,Systems,Issue,2 - Normal,3 - High,5
14226,270,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0
14227,837,4 - Management,Access/Login,Request,2 - Normal,3 - High,2
14228,1467,2 - Regular,Hardware,Issue,2 - Normal,0 - Unassigned,5
14229,1482,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,2
14230,412,4 - Management,Access/Login,Issue,2 - Normal,3 - High,1
14231,418,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0
14232,1681,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
14233,1672,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0
14234,73,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
14235,1657,3 - Senior,Software,Request,3 - Major,0 - Unassigned,4
14236,417,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0
14237,1871,4 - Management,Software,Request,2 - Normal,0 - Unassigned,2
14238,1040,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,1
14239,1012,3 - Senior,Access/Login,Request,2 - Normal,1 - Low,0
14240,314,3 - Senior,Access/Login,Issue,2 - Normal,2 - Medium,0
14241,325,4 - Management,Systems,Request,2 - Normal,3 - High,13
14242,1083,1 - Junior,Access/Login,Issue,2 - Normal,0 - Unassigned,0
14243,563,3 - Senior,Hardware,Request,2 - Normal,0 - Unassigned,28
14244,839,4 - Management,Software,Issue,2 - Normal,0 - Unassigned,10
14245,244,1 - Junior,Access/Login,Issue,2 - Normal,3 - High,0
14246,642,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,2
14247,1143,2 - Regular,Systems,Request,2 - Normal,2 - Medium,17
14248,93,4 - Management,Systems,Issue,2 - Normal,0 - Unassigned,4
14249,743,4 - Management,Software,Request,2 - Normal,3 - High,7
14250,1973,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
14251,1718,4 - Management,Software,Request,2 - Normal,0 - Unassigned,5
14252,1055,3 - Senior,Systems,Issue,2 - Normal,3 - High,9
14253,1113,2 - Regular,Software,Issue,2 - Normal,3 - High,0
14254,1602,3 - Senior,Systems,Request,2 - Normal,3 - High,5
14255,168,4 - Management,Hardware,Request,2 - Normal,3 - High,12
14256,543,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,0
14257,1003,4 - Management,Systems,Request,2 - Normal,3 - High,8
14258,834,1 - Junior,Systems,Request,2 - Normal,1 - Low,15
14259,1761,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0
14260,1900,4 - Management,Software,Issue,2 - Normal,0 - Unassigned,0
14261,846,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0
14262,1486,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,1
14263,1569,3 - Senior,Access/Login,Issue,2 - Normal,0 - Unassigned,0
14264,1979,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,9
14265,1299,4 - Management,Access/Login,Issue,2 - Normal,0 - Unassigned,0
14266,757,4 - Management,Software,Request,2 - Normal,3 - High,3
14267,958,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,18
14268,1708,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,0
14269,1296,3 - Senior,Access/Login,Request,1 - Minor,3 - High,0
14270,1997,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,5
14271,759,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,2
14272,224,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,0
14273,1800,2 - Regular,Software,Request,2 - Normal,3 - High,3
14274,1489,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
14275,582,2 - Regular,Access/Login,Request,2 - Normal,3 - High,1
14276,1232,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,19
14277,1884,2 - Regular,Software,Request,2 - Normal,3 - High,2
14278,394,1 - Junior,Systems,Request,2 - Normal,1 - Low,20
14279,566,4 - Management,Software,Issue,4 - Critical,2 - Medium,3
14280,648,2 - Regular,Software,Request,2 - Normal,2 - Medium,4
14281,718,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,9
14282,414,3 - Senior,Systems,Request,2 - Normal,3 - High,14
14283,784,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,0
14284,54,2 - Regular,Systems,Request,2 - Normal,1 - Low,7
14285,692,2 - Regular,Software,Issue,2 - Normal,3 - High,3
14286,230,2 - Regular,Hardware,Request,2 - Normal,1 - Low,32
14287,690,4 - Management,Software,Issue,2 - Normal,3 - High,2
14288,1655,3 - Senior,Software,Request,2 - Normal,3 - High,12
14289,1851,4 - Management,Systems,Request,2 - Normal,2 - Medium,5
14290,384,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0
14291,238,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,1
14292,368,1 - Junior,Systems,Request,2 - Normal,2 - Medium,14
14293,1199,2 - Regular,Systems,Request,2 - Normal,1 - Low,7
14294,1065,2 - Regular,Software,Request,1 - Minor,0 - Unassigned,28
14295,708,3 - Senior,Systems,Request,2 - Normal,3 - High,14
14296,1455,1 - Junior,Systems,Request,2 - Normal,2 - Medium,6
14297,345,1 - Junior,Software,Request,2 - Normal,1 - Low,9
14298,1411,4 - Management,Software,Issue,1 - Minor,3 - High,6
14299,1537,2 - Regular,Systems,Request,2 - Normal,3 - High,6
14300,1062,2 - Regular,Systems,Issue,3 - Major,3 - High,2
14301,1141,3 - Senior,Software,Issue,2 - Normal,3 - High,1
14302,1937,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,5
14303,1672,2 - Regular,Access/Login,Request,3 - Major,2 - Medium,0
14304,1373,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0
14305,1989,4 - Management,Systems,Request,2 - Normal,3 - High,5
14306,95,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1
14307,1611,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,7
14308,367,2 - Regular,Software,Request,2 - Normal,1 - Low,13
14309,1542,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
14310,1205,1 - Junior,Systems,Request,2 - Normal,3 - High,5
14311,1741,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,3
14312,1132,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,20
14313,1008,1 - Junior,Systems,Issue,2 - Normal,3 - High,2
14314,1091,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0
14315,1297,4 - Management,Access/Login,Request,2 - Normal,3 - High,1
14316,380,1 - Junior,Systems,Issue,2 - Normal,3 - High,2
14317,635,1 - Junior,Access/Login,Issue,2 - Normal,1 - Low,0
14318,238,1 - Junior,Hardware,Request,2 - Normal,0 - Unassigned,28
14319,736,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,6
14320,1788,3 - Senior,Software,Issue,2 - Normal,0 - Unassigned,3
14321,631,1 - Junior,Access/Login,Issue,1 - Minor,1 - Low,0
14322,1109,3 - Senior,Systems,Request,2 - Normal,1 - Low,7
14323,952,2 - Regular,Software,Issue,2 - Normal,0 - Unassigned,6
14324,1738,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
14325,660,4 - Management,Hardware,Request,4 - Critical,0 - Unassigned,22
14326,92,2 - Regular,Software,Issue,2 - Normal,0 - Unassigned,1
14327,234,4 - Management,Systems,Request,2 - Normal,2 - Medium,16
14328,1378,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
14329,775,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,9
14330,1430,4 - Management,Software,Request,2 - Normal,3 - High,6
14331,1682,3 - Senior,Access/Login,Request,1 - Minor,3 - High,0
14332,222,1 - Junior,Hardware,Request,2 - Normal,3 - High,11
14333,1210,2 - Regular,Systems,Request,2 - Normal,2 - Medium,6
14334,459,1 - Junior,Systems,Request,2 - Normal,2 - Medium,18
14335,1220,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,2
14336,749,3 - Senior,Access/Login,Request,2 - Normal,1 - Low,0
14337,1302,1 - Junior,Access/Login,Issue,1 - Minor,1 - Low,0
14338,1173,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,9
14339,1151,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,3
14340,994,4 - Management,Software,Request,2 - Normal,0 - Unassigned,3
14341,513,4 - Management,Systems,Issue,2 - Normal,3 - High,4
14342,1998,1 - Junior,Systems,Request,2 - Normal,2 - Medium,14
14343,1508,2 - Regular,Software,Issue,2 - Normal,1 - Low,11
14344,1904,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,16
14345,1053,2 - Regular,Systems,Request,2 - Normal,3 - High,5
14346,1823,4 - Management,Systems,Request,2 - Normal,3 - High,7
14347,917,4 - Management,Hardware,Request,2 - Normal,3 - High,27
14348,642,2 - Regular,Systems,Request,2 - Normal,1 - Low,21
14349,88,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
14350,552,2 - Regular,Systems,Request,2 - Normal,1 - Low,13
14351,1042,1 - Junior,Software,Request,2 - Normal,3 - High,6
14352,165,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,8
14353,155,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
14354,1539,1 - Junior,Hardware,Issue,2 - Normal,0 - Unassigned,19
14355,244,1 - Junior,Systems,Request,2 - Normal,3 - High,27
14356,345,1 - Junior,Access/Login,Issue,2 - Normal,2 - Medium,0
14357,1663,4 - Management,Software,Request,2 - Normal,0 - Unassigned,7
14358,134,4 - Management,Hardware,Issue,2 - Normal,0 - Unassigned,5
14359,382,3 - Senior,Systems,Request,2 - Normal,1 - Low,7
14360,742,2 - Regular,Systems,Request,2 - Normal,2 - Medium,16
14361,402,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,1
14362,775,2 - Regular,Systems,Request,2 - Normal,2 - Medium,6
14363,73,4 - Management,Software,Request,2 - Normal,3 - High,3
14364,1769,2 - Regular,Software,Issue,1 - Minor,0 - Unassigned,0
14365,1305,2 - Regular,Software,Request,2 - Normal,3 - High,8
14366,888,4 - Management,Software,Request,2 - Normal,3 - High,3
14367,934,1 - Junior,Systems,Request,2 - Normal,3 - High,7
14368,176,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,4
14369,78,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,1
14370,1988,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0
14371,1062,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,4
14372,1337,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,5
14373,1232,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,5
14374,319,1 - Junior,Access/Login,Issue,2 - Normal,0 - Unassigned,0
14375,1201,1 - Junior,Software,Issue,2 - Normal,0 - Unassigned,5
14376,17,2 - Regular,Software,Issue,2 - Normal,2 - Medium,11
14377,150,3 - Senior,Access/Login,Issue,2 - Normal,0 - Unassigned,0
14378,703,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,12
14379,724,1 - Junior,Access/Login,Issue,2 - Normal,0 - Unassigned,0
14380,126,1 - Junior,Software,Issue,2 - Normal,0 - Unassigned,1
14381,1358,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0
14382,880,2 - Regular,Systems,Request,2 - Normal,2 - Medium,9
14383,67,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0
14384,1452,1 - Junior,Hardware,Request,2 - Normal,1 - Low,23
14385,11,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,5
14386,1927,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0
14387,1022,1 - Junior,Systems,Request,2 - Normal,1 - Low,17
14388,1960,3 - Senior,Software,Request,2 - Normal,3 - High,3
14389,1988,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,22
14390,1002,4 - Management,Software,Request,2 - Normal,3 - High,19
14391,1583,1 - Junior,Systems,Request,2 - Normal,2 - Medium,6
14392,1927,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,5
14393,695,3 - Senior,Systems,Request,2 - Normal,3 - High,6
14394,1664,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,1
14395,233,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
14396,137,2 - Regular,Systems,Request,2 - Normal,1 - Low,17
14397,580,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,5
14398,513,4 - Management,Access/Login,Request,2 - Normal,3 - High,1
14399,1852,2 - Regular,Software,Request,2 - Normal,3 - High,3
14400,1374,3 - Senior,Software,Issue,2 - Normal,3 - High,7
14401,762,1 - Junior,Hardware,Request,3 - Major,0 - Unassigned,38
14402,397,4 - Management,Systems,Issue,1 - Minor,3 - High,2
14403,528,1 - Junior,Access/Login,Request,2 - Normal,3 - High,0
14404,1571,1 - Junior,Systems,Request,2 - Normal,3 - High,15
14405,954,1 - Junior,Systems,Request,2 - Normal,1 - Low,9
14406,849,2 - Regular,Systems,Request,2 - Normal,3 - High,13
14407,263,3 - Senior,Software,Request,2 - Normal,3 - High,3
14408,1121,2 - Regular,Systems,Request,2 - Normal,3 - High,15
14409,471,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,7
14410,866,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,1
14411,1700,1 - Junior,Software,Issue,2 - Normal,0 - Unassigned,1
14412,321,1 - Junior,Software,Issue,2 - Normal,3 - High,1
14413,1033,2 - Regular,Systems,Request,2 - Normal,3 - High,7
14414,283,2 - Regular,Systems,Request,2 - Normal,2 - Medium,15
14415,1122,3 - Senior,Systems,Request,2 - Normal,2 - Medium,21
14416,1398,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
14417,496,2 - Regular,Hardware,Request,2 - Normal,3 - High,20
14418,61,3 - Senior,Access/Login,Request,3 - Major,3 - High,2
14419,206,4 - Management,Software,Request,2 - Normal,3 - High,4
14420,484,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
14421,1635,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0
14422,1147,2 - Regular,Systems,Request,2 - Normal,3 - High,7
14423,616,3 - Senior,Systems,Request,2 - Normal,3 - High,5
14424,628,1 - Junior,Hardware,Request,2 - Normal,1 - Low,32
14425,1142,2 - Regular,Systems,Request,2 - Normal,3 - High,7
14426,966,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,2
14427,800,2 - Regular,Systems,Request,2 - Normal,3 - High,6
14428,566,4 - Management,Systems,Request,2 - Normal,3 - High,9
14429,141,3 - Senior,Systems,Issue,1 - Minor,3 - High,8
14430,381,3 - Senior,Hardware,Request,2 - Normal,2 - Medium,10
14431,1536,2 - Regular,Systems,Request,2 - Normal,2 - Medium,8
14432,1838,4 - Management,Access/Login,Request,2 - Normal,3 - High,1
14433,385,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
14434,1535,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,1
14435,1171,3 - Senior,Access/Login,Issue,2 - Normal,0 - Unassigned,0
14436,726,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,6
14437,1546,1 - Junior,Systems,Issue,2 - Normal,1 - Low,3
14438,1697,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,13
14439,1719,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0
14440,652,4 - Management,Systems,Request,2 - Normal,3 - High,27
14441,1162,4 - Management,Systems,Issue,2 - Normal,0 - Unassigned,1
14442,1168,2 - Regular,Systems,Request,2 - Normal,3 - High,7
14443,886,2 - Regular,Systems,Request,2 - Normal,3 - High,18
14444,180,4 - Management,Systems,Issue,2 - Normal,3 - High,5
14445,1410,2 - Regular,Systems,Request,2 - Normal,3 - High,5
14446,887,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
14447,1787,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,8
14448,187,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,6
14449,991,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,7
14450,1569,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
14451,1801,3 - Senior,Software,Issue,2 - Normal,0 - Unassigned,1
14452,1769,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0
14453,939,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0
14454,1875,3 - Senior,Hardware,Issue,2 - Normal,0 - Unassigned,9
14455,52,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
14456,1091,4 - Management,Hardware,Issue,1 - Minor,3 - High,11
14457,1634,2 - Regular,Systems,Request,2 - Normal,1 - Low,23
14458,345,1 - Junior,Systems,Issue,2 - Normal,2 - Medium,1
14459,768,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,7
14460,1856,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,5
14461,1860,1 - Junior,Systems,Issue,2 - Normal,1 - Low,15
14462,1231,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0
14463,75,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,10
14464,1147,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,8
14465,1319,4 - Management,Systems,Issue,2 - Normal,3 - High,4
14466,642,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0
